regionName,scientificName,decimalLatitude,decimalLongitude,country,eventDate,kingdom,phylum,class,order,family,genus,species,datasetName
Mumbai (Maharashtra Coast),"Urva edwardsii (É.Geoffroy Saint-Hilaire, 1818)",19.006238,73.020283,India,2025-01-13T11:31:18,Animalia,Chordata,Mammalia,Carnivora,Herpestidae,Herpestes,Herpestes edwardsi,iNaturalist research-grade observations
Mumbai (Maharashtra Coast),"Pseudagrion rubriceps Selys, 1876",19.125575,73.013761,India,2025-01-13T15:05:47,Animalia,Arthropoda,Insecta,Odonata,Coenagrionidae,Pseudagrion,Pseudagrion rubriceps,iNaturalist research-grade observations
Mumbai (Maharashtra Coast),"Phoenicopterus roseus Pallas, 1811",19.00641,73.020327,India,2025-01-02T07:54,Animalia,Chordata,Aves,Phoenicopteriformes,Phoenicopteridae,Phoenicopterus,Phoenicopterus roseus,iNaturalist research-grade observations
Mumbai (Maharashtra Coast),"Chroicocephalus genei (Brème, 1839)",19.006238,73.020283,India,2025-01-13T10:34:58,Animalia,Chordata,Aves,Charadriiformes,Laridae,Chroicocephalus,Chroicocephalus genei,iNaturalist research-grade observations
Mumbai (Maharashtra Coast),"Tringa stagnatilis (Bechstein, 1803)",19.006238,73.020283,India,2025-01-13T10:35:34,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Tringa,Tringa stagnatilis,iNaturalist research-grade observations
Mumbai (Maharashtra Coast),"Suastus gremius (Fabricius, 1798)",19.125556,73.014142,India,2025-01-13T14:40:28,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Suastus,Suastus gremius,iNaturalist research-grade observations
Mumbai (Maharashtra Coast),"Merops orientalis Latham, 1801",18.624288,72.88516,India,2025-01-07T09:31,Animalia,Chordata,Aves,Coraciiformes,Meropidae,Merops,Merops orientalis,iNaturalist research-grade observations
Mumbai (Maharashtra Coast),"Alcedo atthis (Linnaeus, 1758)",18.792924,72.921628,India,2025-01-10T08:20,Animalia,Chordata,Aves,Coraciiformes,Alcedinidae,Alcedo,Alcedo atthis,iNaturalist research-grade observations
Mumbai (Maharashtra Coast),"Milvus migrans (Boddaert, 1783)",19.032843,72.855261,India,2025-01-11T10:01:47,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Milvus,Milvus migrans,iNaturalist research-grade observations
Mumbai (Maharashtra Coast),"Ardeola grayii (Sykes, 1832)",18.792924,72.921628,India,2025-01-11T08:07,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Ardeola,Ardeola grayii,iNaturalist research-grade observations
Mumbai (Maharashtra Coast),"Junonia lemonias (Linnaeus, 1758)",19.124047,73.017022,India,2025-01-13T14:59:01,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Junonia,Junonia lemonias,iNaturalist research-grade observations
Mumbai (Maharashtra Coast),"Passer domesticus (Linnaeus, 1758)",19.060332,72.86049,India,2025-01-13T13:25:14,Animalia,Chordata,Aves,Passeriformes,Passeridae,Passer,Passer domesticus,iNaturalist research-grade observations
Mumbai (Maharashtra Coast),"Phoenicopterus roseus Pallas, 1811",19.006238,73.020283,India,2025-01-13T10:53:59,Animalia,Chordata,Aves,Phoenicopteriformes,Phoenicopteridae,Phoenicopterus,Phoenicopterus roseus,iNaturalist research-grade observations
Mumbai (Maharashtra Coast),"Acrocephalus stentoreus (Hemprich & Ehrenberg, 1833)",18.793574,72.922487,India,2025-01-11T08:16,Animalia,Chordata,Aves,Passeriformes,Acrocephalidae,Acrocephalus,Acrocephalus stentoreus,iNaturalist research-grade observations
Mumbai (Maharashtra Coast),"Alcedo atthis (Linnaeus, 1758)",18.792924,72.921628,India,2025-01-11T07:58,Animalia,Chordata,Aves,Coraciiformes,Alcedinidae,Alcedo,Alcedo atthis,iNaturalist research-grade observations
Mumbai (Maharashtra Coast),"Motacilla cinerea Tunstall, 1771",18.876466,73.101514,India,2025-01-04,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Motacilla,Motacilla cinerea,iNaturalist research-grade observations
Mumbai (Maharashtra Coast),"Argya striata (Dumont, 1823)",18.7557,73.398042,India,2025-01-13T13:04:48,Animalia,Chordata,Aves,Passeriformes,Leiothrichidae,Turdoides,Turdoides striata,iNaturalist research-grade observations
Mumbai (Maharashtra Coast),"Ardea cinerea Linnaeus, 1758",18.906526,72.805132,India,2025-01-07T13:02:52,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Ardea,Ardea cinerea,iNaturalist research-grade observations
Mumbai (Maharashtra Coast),"Junonia iphita (Cramer, 1782)",19.125503,73.014042,India,2025-01-09T10:39:35,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Junonia,Junonia iphita,iNaturalist research-grade observations
Mumbai (Maharashtra Coast),"Pantala flavescens (Fabricius, 1798)",19.170003,72.961936,India,2025-01-14T20:21:33,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Pantala,Pantala flavescens,iNaturalist research-grade observations
Mumbai (Maharashtra Coast),"Junonia iphita (Cramer, 1782)",19.125503,73.014006,India,2025-01-09T16:22:58,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Junonia,Junonia iphita,iNaturalist research-grade observations
Mumbai (Maharashtra Coast),Leucas ciliata Benth.,18.73348,73.464026,India,2025-01-03T15:32,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Leucas,Leucas ciliata,iNaturalist research-grade observations
Mumbai (Maharashtra Coast),"Pycnonotus luteolus (Lesson, 1841)",18.876466,73.101514,India,2025-01-04,Animalia,Chordata,Aves,Passeriformes,Pycnonotidae,Pycnonotus,Pycnonotus luteolus,iNaturalist research-grade observations
Mumbai (Maharashtra Coast),"Anas acuta Linnaeus, 1758",19.00641,73.020327,India,2025-01-02T07:44,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,Anas acuta,iNaturalist research-grade observations
Mumbai (Maharashtra Coast),"Phoenicopterus roseus Pallas, 1811",19.00641,73.020327,India,2025-01-02T07:45,Animalia,Chordata,Aves,Phoenicopteriformes,Phoenicopteridae,Phoenicopterus,Phoenicopterus roseus,iNaturalist research-grade observations
Mumbai (Maharashtra Coast),"Hermetia illucens (Linnaeus, 1758)",19.1256,73.014708,India,2025-01-08T14:14:08,Animalia,Arthropoda,Insecta,Diptera,Stratiomyidae,Hermetia,Hermetia illucens,iNaturalist research-grade observations
Mumbai (Maharashtra Coast),"Anas acuta Linnaeus, 1758",19.00641,73.020327,India,2025-01-02T07:39,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,Anas acuta,iNaturalist research-grade observations
Mumbai (Maharashtra Coast),"Cepora nerissa (Fabricius, 1775)",19.111795,72.910945,India,2025-01-08T12:28:33,Animalia,Arthropoda,Insecta,Lepidoptera,Pieridae,Cepora,Cepora nerissa,iNaturalist research-grade observations
Mumbai (Maharashtra Coast),"Apis florea Fabricius, 1787",19.126494,73.014467,India,2025-01-08T13:54:18,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Apis,Apis florea,iNaturalist research-grade observations
Mumbai (Maharashtra Coast),"Hypothymis azurea (Boddaert, 1783)",18.695707,72.925397,India,2025-01-11T17:10,Animalia,Chordata,Aves,Passeriformes,Monarchidae,Hypothymis,Hypothymis azurea,iNaturalist research-grade observations
Mumbai (Maharashtra Coast),"Microcarbo niger (Vieillot, 1817)",18.793002,72.921254,India,2025-01-04T09:20,Animalia,Chordata,Aves,Suliformes,Phalacrocoracidae,Microcarbo,Microcarbo niger,iNaturalist research-grade observations
Mumbai (Maharashtra Coast),"Chroicocephalus brunnicephalus (Jerdon, 1840)",18.795789,72.91995,India,2025-01-10T09:25,Animalia,Chordata,Aves,Charadriiformes,Laridae,Chroicocephalus,Chroicocephalus brunnicephalus,iNaturalist research-grade observations
Mumbai (Maharashtra Coast),Tridax procumbens L.,19.124903,73.015253,India,2025-01-13T14:49:53,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Tridax,Tridax procumbens,iNaturalist research-grade observations
Mumbai (Maharashtra Coast),"Terpsiphone paradisi (Linnaeus, 1758)",18.876466,73.101514,India,2025-01-04,Animalia,Chordata,Aves,Passeriformes,Monarchidae,Terpsiphone,Terpsiphone paradisi,iNaturalist research-grade observations
Mumbai (Maharashtra Coast),"Apis cerana Fabricius, 1793",19.125275,73.014681,India,2025-01-13T14:50:48,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Apis,Apis cerana,iNaturalist research-grade observations
Mumbai (Maharashtra Coast),"Copsychus malabaricus (Scopoli, 1786)",18.695707,72.925397,India,2025-01-11T17:00,Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Copsychus,Copsychus malabaricus,iNaturalist research-grade observations
Mumbai (Maharashtra Coast),"Ardeola grayii (Sykes, 1832)",18.792762,72.912702,India,2025-01-10T10:03,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Ardeola,Ardeola grayii,iNaturalist research-grade observations
Mumbai (Maharashtra Coast),"Terpsiphone paradisi (Linnaeus, 1758)",18.876466,73.101514,India,2025-01-04,Animalia,Chordata,Aves,Passeriformes,Monarchidae,Terpsiphone,Terpsiphone paradisi,iNaturalist research-grade observations
Mumbai (Maharashtra Coast),"Terpsiphone paradisi (Linnaeus, 1758)",18.695707,72.925397,India,2025-01-11T15:26,Animalia,Chordata,Aves,Passeriformes,Monarchidae,Terpsiphone,Terpsiphone paradisi,iNaturalist research-grade observations
Mumbai (Maharashtra Coast),"Anas acuta Linnaeus, 1758",19.006238,73.020283,India,2025-01-13T11:22:52,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,Anas acuta,iNaturalist research-grade observations
Mumbai (Maharashtra Coast),Spathodea campanulata Beauverd,18.777347,73.387695,India,2025-01-14T15:19:23,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Bignoniaceae,Spathodea,Spathodea campanulata,iNaturalist research-grade observations
Mumbai (Maharashtra Coast),"Terpsiphone paradisi (Linnaeus, 1758)",18.695707,72.925397,India,2025-01-11T16:04,Animalia,Chordata,Aves,Passeriformes,Monarchidae,Terpsiphone,Terpsiphone paradisi,iNaturalist research-grade observations
Mumbai (Maharashtra Coast),"Paratectonatica tigrina (Röding, 1798)",18.728192,72.862883,India,2025-01-11T16:26:51,Animalia,Mollusca,Gastropoda,Littorinimorpha,Naticidae,Paratectonatica,Paratectonatica tigrina,iNaturalist research-grade observations
Mumbai (Maharashtra Coast),"Halcyon smyrnensis (Linnaeus, 1758)",18.624288,72.88516,India,2025-01-07T09:21,Animalia,Chordata,Aves,Coraciiformes,Alcedinidae,Halcyon,Halcyon smyrnensis,iNaturalist research-grade observations
Mumbai (Maharashtra Coast),"Nephele hespera Fabricius, 1775",19.95521,72.824053,India,2025-01-14T09:35:43,Animalia,Arthropoda,Insecta,Lepidoptera,Sphingidae,Nephele,Nephele hespera,iNaturalist research-grade observations
Mumbai (Maharashtra Coast),"Pycnonotus cafer (Linnaeus, 1766)",18.876466,73.101514,India,2025-01-04,Animalia,Chordata,Aves,Passeriformes,Pycnonotidae,Pycnonotus,Pycnonotus cafer,iNaturalist research-grade observations
Mumbai (Maharashtra Coast),"Oecophylla smaragdina (Fabricius, 1775)",18.913908,73.35948,India,2025-01-14T16:45:56,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Oecophylla,Oecophylla smaragdina,iNaturalist research-grade observations
Mumbai (Maharashtra Coast),"Anthus rufulus Vieillot, 1818",18.792803,72.92117,India,2025-01-04T08:16,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Anthus,Anthus rufulus,iNaturalist research-grade observations
Mumbai (Maharashtra Coast),"Suastus gremius (Fabricius, 1798)",19.125556,73.014142,India,2025-01-13T14:40:42,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Suastus,Suastus gremius,iNaturalist research-grade observations
Mumbai (Maharashtra Coast),"Microcarbo niger (Vieillot, 1817)",19.006238,73.020283,India,2025-01-13T11:24:30,Animalia,Chordata,Aves,Suliformes,Phalacrocoracidae,Microcarbo,Microcarbo niger,iNaturalist research-grade observations
Mumbai (Maharashtra Coast),"Anas acuta Linnaeus, 1758",19.006238,73.020283,India,2025-01-13T11:23:04,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,Anas acuta,iNaturalist research-grade observations
Mumbai (Maharashtra Coast),"Acraea terpsicore (Linnaeus, 1758)",19.047316,73.069904,India,2025-01-07T07:53:21,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Acraea,Acraea terpsicore,iNaturalist research-grade observations
Mumbai (Maharashtra Coast),"Hypolimnas bolina (Linnaeus, 1758)",19.111795,72.910945,India,2025-01-08T12:34:54,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Hypolimnas,Hypolimnas bolina,iNaturalist research-grade observations
Mumbai (Maharashtra Coast),"Doriopsilla miniata (Alder & Hancock, 1864)",18.727713,72.862672,India,2025-01-11T16:15:51,Animalia,Mollusca,Gastropoda,Nudibranchia,Dendrodorididae,Doriopsilla,Doriopsilla miniata,iNaturalist research-grade observations
Mumbai (Maharashtra Coast),"Hypolimnas misippus Linnaeus, 1764",19.111795,72.910945,India,2025-01-08T12:33:31,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Hypolimnas,Hypolimnas misippus,iNaturalist research-grade observations
Mumbai (Maharashtra Coast),"Nephele hespera Fabricius, 1775",19.125225,73.013808,India,2025-01-09T14:54:12,Animalia,Arthropoda,Insecta,Lepidoptera,Sphingidae,Nephele,Nephele hespera,iNaturalist research-grade observations
Mumbai (Maharashtra Coast),"Dicrurus leucophaeus Vieillot, 1817",19.236496,72.95257,India,2025-01-05T08:54,Animalia,Chordata,Aves,Passeriformes,Dicruridae,Dicrurus,Dicrurus leucophaeus,iNaturalist research-grade observations
Mumbai (Maharashtra Coast),"Amandava amandava (Linnaeus, 1758)",19.417704,72.818265,India,2025-01-08T09:13:31,Animalia,Chordata,Aves,Passeriformes,Estrildidae,Amandava,Amandava amandava,iNaturalist research-grade observations
Mumbai (Maharashtra Coast),"Phoenicopterus roseus Pallas, 1811",19.006238,73.020283,India,2025-01-13T10:27:48,Animalia,Chordata,Aves,Phoenicopteriformes,Phoenicopteridae,Phoenicopterus,Phoenicopterus roseus,iNaturalist research-grade observations
Mumbai (Maharashtra Coast),"Phoenicopterus roseus Pallas, 1811",19.006238,73.020283,India,2025-01-13T11:14:10,Animalia,Chordata,Aves,Phoenicopteriformes,Phoenicopteridae,Phoenicopterus,Phoenicopterus roseus,iNaturalist research-grade observations
Mumbai (Maharashtra Coast),"Actias selene Hübner, 1806",19.03406,73.014556,India,2025-01-13T14:48:18,Animalia,Arthropoda,Insecta,Lepidoptera,Saturniidae,Actias,Actias selene,iNaturalist research-grade observations
Mumbai (Maharashtra Coast),"Coccinella transversalis Fabricus, 1781",19.052258,72.862764,India,2025-01-07T12:42:31,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Coccinella,Coccinella transversalis,iNaturalist research-grade observations
Mumbai (Maharashtra Coast),"Caprona ransonnettii (Felder, 1868)",19.162535,72.894455,India,2025-01-15T21:58,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Caprona,Caprona ransonnettii,iNaturalist research-grade observations
Mumbai (Maharashtra Coast),"Chroicocephalus genei (Brème, 1839)",19.006238,73.020283,India,2025-01-13T10:54:39,Animalia,Chordata,Aves,Charadriiformes,Laridae,Chroicocephalus,Chroicocephalus genei,iNaturalist research-grade observations
Mumbai (Maharashtra Coast),"Zizina otis (Fabricius, 1787)",19.125558,73.015636,India,2025-01-15T13:47:35,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Zizina,Zizina otis,iNaturalist research-grade observations
Mumbai (Maharashtra Coast),"Tringa stagnatilis (Bechstein, 1803)",19.00641,73.020327,India,2025-01-02T07:49,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Tringa,Tringa stagnatilis,iNaturalist research-grade observations
Mumbai (Maharashtra Coast),"Tringa nebularia (Gunnerus, 1767)",18.792924,72.921628,India,2025-01-10T08:09,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Tringa,Tringa nebularia,iNaturalist research-grade observations
Mumbai (Maharashtra Coast),"Nycticorax nycticorax (Linnaeus, 1758)",18.795931,72.924976,India,2025-01-11T08:38,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Nycticorax,Nycticorax nycticorax,iNaturalist research-grade observations
Mumbai (Maharashtra Coast),"Hypolimnas bolina (Linnaeus, 1758)",19.059667,72.826562,India,2025-01-15T11:48:10,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Hypolimnas,Hypolimnas bolina,iNaturalist research-grade observations
Mumbai (Maharashtra Coast),"Junonia iphita (Cramer, 1782)",18.908559,72.806888,India,2025-01-13T00:05,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Junonia,Junonia iphita,iNaturalist research-grade observations
Mumbai (Maharashtra Coast),"Eutropis carinata (Schneider, 1801)",18.955411,72.804631,India,2025-01-05T12:53,Animalia,Chordata,Squamata,,Scincidae,Eutropis,Eutropis carinata,iNaturalist research-grade observations
Mumbai (Maharashtra Coast),"Jamides celeno (Cramer, 1775)",19.162535,72.894455,India,2025-01-15T21:58,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Jamides,Jamides celeno,iNaturalist research-grade observations
Mumbai (Maharashtra Coast),"Tringa totanus (Linnaeus, 1758)",18.793514,72.910852,India,2025-01-10T10:14,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Tringa,Tringa totanus,iNaturalist research-grade observations
Mumbai (Maharashtra Coast),"Tringa stagnatilis (Bechstein, 1803)",19.006238,73.020283,India,2025-01-13T10:28,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Tringa,Tringa stagnatilis,iNaturalist research-grade observations
Mumbai (Maharashtra Coast),"Corvus macrorhynchos Wagler, 1827",19.125558,73.015625,India,2025-01-15T13:49:56,Animalia,Chordata,Aves,Passeriformes,Corvidae,Corvus,Corvus macrorhynchos,iNaturalist research-grade observations
Mumbai (Maharashtra Coast),Thespesia populnea (L.) Sol. ex Corrêa,19.137659,72.918576,India,2025-01-02T20:14:28,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Thespesia,Thespesia populnea,iNaturalist research-grade observations
Mumbai (Maharashtra Coast),"Tringa nebularia (Gunnerus, 1767)",18.793108,72.912054,India,2025-01-10T10:10,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Tringa,Tringa nebularia,iNaturalist research-grade observations
Mumbai (Maharashtra Coast),Mucuna pruriens (L.) DC.,19.140622,72.915213,India,2025-01-02T19:16:44,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Mucuna,Mucuna pruriens,iNaturalist research-grade observations
Mumbai (Maharashtra Coast),"Zizina otis (Fabricius, 1787)",19.124269,73.017347,India,2025-01-16T17:26:29,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Zizina,Zizina otis,iNaturalist research-grade observations
Mumbai (Maharashtra Coast),"Coilia dussumieri Valenciennes, 1848",18.645735,73.061075,India,2025-01-15T09:11:38,Animalia,Chordata,,Clupeiformes,Engraulidae,Coilia,Coilia dussumieri,iNaturalist research-grade observations
Mumbai (Maharashtra Coast),"Pseudagrion microcephalum (Rambur, 1842)",19.125806,73.013406,India,2025-01-17T14:08:49,Animalia,Arthropoda,Insecta,Odonata,Coenagrionidae,Pseudagrion,Pseudagrion microcephalum,iNaturalist research-grade observations
Mumbai (Maharashtra Coast),Guilandina bonduc L.,19.047316,73.069904,India,2025-01-12T08:18:09,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Guilandina,Guilandina bonduc,iNaturalist research-grade observations
Mumbai (Maharashtra Coast),"Amata cyssea Stoll, 1782",19.125853,73.013822,India,2025-01-16T13:41:35,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Amata,Amata cyssea,iNaturalist research-grade observations
Mumbai (Maharashtra Coast),Kigelia africana (Lam.) Benth.,19.047316,73.069904,India,2025-01-09T09:54:22,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Bignoniaceae,Kigelia,Kigelia africana,iNaturalist research-grade observations
Mumbai (Maharashtra Coast),"Athene brama (Temminck, 1821)",19.124353,73.009742,India,2025-01-16T18:22:29,Animalia,Chordata,Aves,Strigiformes,Strigidae,Athene,Athene brama,iNaturalist research-grade observations
Mumbai (Maharashtra Coast),"Zizina otis (Fabricius, 1787)",19.126628,73.016086,India,2025-01-16T17:17:53,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Zizina,Zizina otis,iNaturalist research-grade observations
Mumbai (Maharashtra Coast),"Castalius rosimon (Fabricius, 1775)",19.1727,72.959962,India,2025-01-17T08:55:37,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Castalius,Castalius rosimon,iNaturalist research-grade observations
Mumbai (Maharashtra Coast),"Menemerus bivittatus (Dufour, 1831)",19.12445,73.017219,India,2025-01-16T17:30:49,Animalia,Arthropoda,Arachnida,Araneae,Salticidae,Menemerus,Menemerus bivittatus,iNaturalist research-grade observations
Mumbai (Maharashtra Coast),"Talicada nyseus (Guérin-Méneville, 1843)",19.1727,72.959962,India,2025-01-15,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Talicada,Talicada nyseus,iNaturalist research-grade observations
Andaman & Nicobar Islands,"Pergesa acteus Cramer, 1779",11.84225,93.019089,India,2025-01-06T12:49:12,Animalia,Arthropoda,Insecta,Lepidoptera,Sphingidae,Pergesa,Pergesa acteus,iNaturalist research-grade observations
Andaman & Nicobar Islands,"Hermetia illucens (Linnaeus, 1758)",12.029855,92.999216,India,2025-01-05T15:49:05,Animalia,Arthropoda,Insecta,Diptera,Stratiomyidae,Hermetia,Hermetia illucens,iNaturalist research-grade observations
Andaman & Nicobar Islands,"Heniochus diphreutes Jordan, 1903",11.976042,92.987556,India,2025-01-01,Animalia,Chordata,,Perciformes,Chaetodontidae,Heniochus,Heniochus diphreutes,iNaturalist research-grade observations
Andaman & Nicobar Islands,"Chaetodon falcula Bloch, 1795",11.976042,92.987556,India,2025-01-02,Animalia,Chordata,,Perciformes,Chaetodontidae,Chaetodon,Chaetodon falcula,iNaturalist research-grade observations
Andaman & Nicobar Islands,"Plectorhinchus vittatus (Linnaeus, 1758)",11.976042,92.987556,India,2025-01-03T08:49:47,Animalia,Chordata,,Perciformes,Haemulidae,Plectorhinchus,Plectorhinchus vittatus,iNaturalist research-grade observations
Andaman & Nicobar Islands,"Neotrygon bobwardi Borsa, Arlyza, Hoareau & Shen, 2017",12.02964,92.999144,India,2025-01-05T21:47:47,Animalia,Chordata,Elasmobranchii,Myliobatiformes,Dasyatidae,Neotrygon,Neotrygon bobwardi,iNaturalist research-grade observations
Andaman & Nicobar Islands,"Arothron stellatus (Anonymous, 1798)",11.976042,92.987556,India,2025-01-03T08:42:47,Animalia,Chordata,,Tetraodontiformes,Tetraodontidae,Arothron,Arothron stellatus,iNaturalist research-grade observations
Andaman & Nicobar Islands,"Istiblennius dussumieri (Valenciennes, 1836)",12.025963,93.00303,India,2025-01-07T22:32:05,Animalia,Chordata,,Perciformes,Blenniidae,Istiblennius,Istiblennius dussumieri,iNaturalist research-grade observations
Andaman & Nicobar Islands,"Phyllidiella zeylanica (Kelaart, 1858)",11.976042,92.987556,India,2025-01-03T08:47:24,Animalia,Mollusca,Gastropoda,Nudibranchia,Phyllidiidae,Phyllidiella,Phyllidiella zeylanica,iNaturalist research-grade observations
Andaman & Nicobar Islands,"Odonus niger (Rüppell, 1836)",11.976042,92.987556,India,2025-01-02,Animalia,Chordata,,Tetraodontiformes,Balistidae,Odonus,Odonus niger,iNaturalist research-grade observations
Andaman & Nicobar Islands,"Pterois miles (Bennett, 1828)",11.976042,92.987556,India,2025-01-03T08:40:54,Animalia,Chordata,,Scorpaeniformes,Scorpaenidae,Pterois,Pterois miles,iNaturalist research-grade observations
Andaman & Nicobar Islands,"Sphyraena qenie Klunzinger, 1870",11.976042,92.987556,India,2025-01-02,Animalia,Chordata,,Perciformes,Sphyraenidae,Sphyraena,Sphyraena qenie,iNaturalist research-grade observations
Andaman & Nicobar Islands,"Pandion haliaetus (Linnaeus, 1758)",11.603697,92.686342,India,2025-01-05T09:13:43,Animalia,Chordata,Aves,Accipitriformes,Pandionidae,Pandion,Pandion haliaetus,iNaturalist research-grade observations
Andaman & Nicobar Islands,"Choriaster granulatus Lütken, 1869",11.976042,92.987556,India,2025-01-09T10:08:38,Animalia,Echinodermata,Asteroidea,Valvatida,Oreasteridae,Choriaster,Choriaster granulatus,iNaturalist research-grade observations
Andaman & Nicobar Islands,"Terapon theraps Cuvier, 1829",11.976042,92.987556,India,2025-01-01,Animalia,Chordata,,Perciformes,Terapontidae,Terapon,Terapon theraps,iNaturalist research-grade observations
Andaman & Nicobar Islands,"Otus balli (Hume, 1873)",11.51,92.7,India,2025-01-04,Animalia,Chordata,Aves,Strigiformes,Strigidae,Otus,Otus balli,
Andaman & Nicobar Islands,"Tyto deroepstorffi (Hume, 1875)",11.6,92.7,India,2025-01-04,Animalia,Chordata,Aves,Strigiformes,Tytonidae,Tyto,Tyto deroepstorffi,
Andaman & Nicobar Islands,"Ninox affinis Beavan, 1867",11.508823,92.704552,India,2025-01-03,Animalia,Chordata,Aves,Strigiformes,Strigidae,Ninox,Ninox affinis,
Andaman & Nicobar Islands,"Ninox obscura Hume, 1872",11.509209,92.702332,India,2025-01-03,Animalia,Chordata,Aves,Strigiformes,Strigidae,Ninox,Ninox obscura,
Andaman & Nicobar Islands,Pterospermum aceroides Wall.,11.897925,92.775589,India,2025-01-08T07:42,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Pterospermum,Pterospermum aceroides,iNaturalist research-grade observations
Andaman & Nicobar Islands,Neustanthus phaseoloides (Roxb.) Benth.,11.831168,92.65864,India,2025-01-10T16:03,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Neustanthus,Neustanthus phaseoloides,iNaturalist research-grade observations
Andaman & Nicobar Islands,"Cephalopholis boenak (Bloch, 1790)",11.976042,92.987556,India,2025-01-09T08:10:36,Animalia,Chordata,,Perciformes,Serranidae,Cephalopholis,Cephalopholis boenak,iNaturalist research-grade observations
Andaman & Nicobar Islands,"Hebomoia glaucippe (Linnaeus, 1758)",11.503267,92.70211,India,2025-01-09T10:35,Animalia,Arthropoda,Insecta,Lepidoptera,Pieridae,Hebomoia,Hebomoia glaucippe,iNaturalist research-grade observations
Andaman & Nicobar Islands,"Culcita schmideliana (Bruzelius, 1805)",11.976042,92.987556,India,2025-01-09T08:16:01,Animalia,Echinodermata,Asteroidea,Valvatida,Oreasteridae,Culcita,Culcita schmideliana,iNaturalist research-grade observations
Andaman & Nicobar Islands,"Arothron nigropunctatus (Bloch & Schneider, 1801)",11.976042,92.987556,India,2025-01-09T08:35:48,Animalia,Chordata,,Tetraodontiformes,Tetraodontidae,Arothron,Arothron nigropunctatus,iNaturalist research-grade observations
Andaman & Nicobar Islands,"Phelsuma andamanensis Blyth, 1861",11.897925,92.775589,India,2025-01-11T08:22,Animalia,Chordata,Squamata,,Gekkonidae,Phelsuma,Phelsuma andamanensis,iNaturalist research-grade observations
Andaman & Nicobar Islands,"Diagramma pictum (Thunberg, 1792)",11.976042,92.987556,India,2025-01-03T08:42:41,Animalia,Chordata,,Perciformes,Haemulidae,Diagramma,Diagramma pictum,iNaturalist research-grade observations
Andaman & Nicobar Islands,"Zoanthus sansibaricus Carlgren, 1900",11.976042,92.987556,India,2025-01-09T10:22:59,Animalia,Cnidaria,Anthozoa,Zoantharia,Zoanthidae,Zoanthus,Zoanthus sansibaricus,iNaturalist research-grade observations
